"SEX","RPTYEAR","STATE","EDUCATION","ADMTYPE","OFFGENERAL","ADMITYR","SENTLGTH","OFFDETAIL","RACE","AGEADMIT"
"97","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","Black, non-Hispanic","25-34 years"
"98","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","25-34 years"
"99","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","2-4.9 years","Public order","White, non-Hispanic","35-44 years"
"100","Male","00","Alabama","HS diploma/GED","Other admission (including unsentenced, transfer, AWOL/escapee return)","Property","00","10-24.9 years","Larceny","White, non-Hispanic","25-34 years"
"101","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","10-24.9 years","Public order","White, non-Hispanic","25-34 years"
"102","Male","00","Alabama","Any college","New court commitment","Property","00","10-24.9 years","Fraud","White, non-Hispanic","25-34 years"
"103","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Robbery","Black, non-Hispanic","25-34 years"
"104","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","45-54 years"
"105","Male","00","Alabama","<HS diploma/GED","Parole return/revocation","Property","00","10-24.9 years","Burglary","Black, non-Hispanic","25-34 years"
"106","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","Black, non-Hispanic","25-34 years"
"107","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Larceny","Black, non-Hispanic","25-34 years"
"108","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","10-24.9 years","Public order","White, non-Hispanic","35-44 years"
"109","Male","00","Alabama","HS diploma/GED","Parole return/revocation","Property","00","Life, LWOP, Life plus additional years, Death","Burglary","White, non-Hispanic","35-44 years"
"110","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Larceny","White, non-Hispanic","45-54 years"
"111","Male","00","Alabama","HS diploma/GED","Parole return/revocation","Drugs","00",">=25 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"112","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","10-24.9 years","Public order","Black, non-Hispanic","25-34 years"
"113","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"114","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","2-4.9 years","Public order","Black, non-Hispanic","25-34 years"
"115","Male","00","Alabama","<HS diploma/GED","Other admission (including unsentenced, transfer, AWOL/escapee return)","Property","00",">=25 years","Burglary","White, non-Hispanic","25-34 years"
"116","Male","00","Alabama","Any college","Parole return/revocation","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","45-54 years"
"117","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"118","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","2-4.9 years","Rape/sexual assault","White, non-Hispanic","45-54 years"
"119","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","White, non-Hispanic","35-44 years"
"120","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"121","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","Black, non-Hispanic","25-34 years"
"122","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","18-24 years"
"123","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"124","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"125","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","Life, LWOP, Life plus additional years, Death","Robbery","White, non-Hispanic","25-34 years"
"126","Male","00","Alabama","<HS diploma/GED","Other admission (including unsentenced, transfer, AWOL/escapee return)","Violent","00","10-24.9 years","Rape/sexual assault","White, non-Hispanic","25-34 years"
"127","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"128","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","< 1 year","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"129","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"130","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","< 1 year","Larceny","White, non-Hispanic","35-44 years"
"131","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","5-9.9 years","Other property offenses","Black, non-Hispanic","25-34 years"
"132","Male","00","Alabama","HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Aggravated or simple assault","Black, non-Hispanic","25-34 years"
"133","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","35-44 years"
"134","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Aggravated or simple assault","White, non-Hispanic","35-44 years"
"135","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"136","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","Black, non-Hispanic","18-24 years"
"137","Male","00","Alabama","HS diploma/GED","Other admission (including unsentenced, transfer, AWOL/escapee return)","Property","00","10-24.9 years","Burglary","White, non-Hispanic","25-34 years"
"138","Male","00","Alabama","<HS diploma/GED","Parole return/revocation","Property","00","10-24.9 years","Burglary","White, non-Hispanic","25-34 years"
"139","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Aggravated or simple assault","Black, non-Hispanic","35-44 years"
"140","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","Life, LWOP, Life plus additional years, Death","Robbery","Black, non-Hispanic","18-24 years"
"141","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"142","Male","00","Alabama","Any college","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"143","Female","00","Alabama","HS diploma/GED","Other admission (including unsentenced, transfer, AWOL/escapee return)","Property","00","10-24.9 years","Fraud","Black, non-Hispanic","45-54 years"
"144","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"145","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"146","Male","00","Alabama","<HS diploma/GED","Other admission (including unsentenced, transfer, AWOL/escapee return)","Property","00","10-24.9 years","Burglary","White, non-Hispanic","18-24 years"
"147","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"148","Male","00","Alabama","<HS diploma/GED","Parole return/revocation","Violent","00","10-24.9 years","Robbery","Black, non-Hispanic","18-24 years"
"149","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","5-9.9 years","Aggravated or simple assault","White, non-Hispanic","25-34 years"
"150","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"151","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"152","Male","00","Alabama","<HS diploma/GED","Parole return/revocation","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"153","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"154","Female","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Larceny","White, non-Hispanic","35-44 years"
"155","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"156","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Fraud","Black, non-Hispanic","35-44 years"
"157","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","10-24.9 years","Public order","White, non-Hispanic","25-34 years"
"158","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"159","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"160","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"161","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"162","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Larceny","Black, non-Hispanic","18-24 years"
"163","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Larceny","Black, non-Hispanic","25-34 years"
"164","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Burglary","White, non-Hispanic","25-34 years"
"165","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"166","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","White, non-Hispanic","18-24 years"
"167","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","White, non-Hispanic","18-24 years"
"168","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","35-44 years"
"169","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","5-9.9 years","Burglary","White, non-Hispanic","35-44 years"
"170","Male","00","Alabama","Any college","Other admission (including unsentenced, transfer, AWOL/escapee return)","Violent","00","10-24.9 years","Rape/sexual assault","White, non-Hispanic","25-34 years"
"171","Male","00","Alabama","HS diploma/GED","Other admission (including unsentenced, transfer, AWOL/escapee return)","Property","00","5-9.9 years","Larceny","White, non-Hispanic","35-44 years"
"172","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"173","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"174","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","< 1 year","Burglary","White, non-Hispanic","18-24 years"
"175","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Larceny","White, non-Hispanic","25-34 years"
"176","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"177","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Motor vehicle theft","White, non-Hispanic","18-24 years"
"178","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","White, non-Hispanic","18-24 years"
"179","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"180","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","5-9.9 years","Rape/sexual assault","Black, non-Hispanic","25-34 years"
"181","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"182","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"183","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"184","Male","00","Alabama","<HS diploma/GED","Other admission (including unsentenced, transfer, AWOL/escapee return)","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"185","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","< 1 year","Rape/sexual assault","Black, non-Hispanic","35-44 years"
"186","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"187","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","10-24.9 years","Larceny","White, non-Hispanic","35-44 years"
"188","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Larceny","White, non-Hispanic","18-24 years"
"189","Male","00","Alabama","Any college","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","45-54 years"
"190","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"191","Female","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Murder (including non-negligent manslaughter)","Black, non-Hispanic","18-24 years"
"192","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"193","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","5-9.9 years","Rape/sexual assault","White, non-Hispanic","18-24 years"
"194","Male","00","Alabama","HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Rape/sexual assault","White, non-Hispanic","18-24 years"
